ANO,MES,DIA,TMAX,TMIN,LUGAR
2022,5,27,11.7,6.6,CORONEL SUAREZ AEROPUERTO
2022,5,27,23.1,15,CORRIENTES AEROPUERTO
2022,5,27,14.8,10.2,DOLORES AEROPUERTO
2022,5,27,7.7,-6.3,EL BOLSON AEROPUERTO
2022,5,27,-0.6,-6.6,EL CALAFATE AEROPUERTO
2022,5,27,15.6,12.7,EL PALOMAR AEROPUERTO
2022,5,27,,5.9,ESCUELA DE AVIACION MILITAR AEROPUERTO
2022,5,27,4.1,-1.5,ESQUEL AEROPUERTO
2022,5,27,20,8.3,EZEIZA AEROPUERTO
2022,5,27,27.2,12.6,FORMOSA AEROPUERTO
2022,5,27,12.1,6.6,GENERAL PICO AEROPUERTO
2022,5,27,1,-12.7,GOBERNADOR GREGORES AEROPUERTO
2022,5,27,15.2,14.1,GUALEGUAYCHU AEROPUERTO
2022,5,27,26.2,21.3,IGUAZU AEROPUERTO
2022,5,27,20.8,16.9,ITUZAINGO
2022,5,27,12.6,,JACHAL
2022,5,27,18.4,12.1,JUJUY AEROPUERTO
2022,5,27,13.9,9.6,JUJUY U N
2022,5,27,17.7,7,JUNIN AEROPUERTO
2022,5,27,18.2,9.7,LA PLATA AEROPUERTO
2022,5,27,13.8,-1.8,LA QUIACA OBSERVATORIO
2022,5,27,18.2,5.2,LA RIOJA AEROPUERTO
2022,5,27,17.4,3.5,LABOULAYE AEROPUERTO
2022,5,27,16.8,8.9,LAS FLORES
2022,5,27,27.5,16,LAS LOMITAS
2022,5,27,6.5,-2.5,MALARGUE AEROPUERTO
2022,5,27,7.4,-3.8,MAQUINCHAO
2022,5,27,18.3,7.2,MAR DEL PLATA AEROPUERTO
2022,5,27,18.9,8,MARCOS JUAREZ AEROPUERTO
2022,5,27,,8.6,MARIANO MORENO AEROPUERTO
2022,5,27,14.6,6.2,MENDOZA AEROPUERTO
2022,5,27,,-0.6,MENDOZA OBSERVATORIO
2022,5,27,16.9,8.8,MERCEDES AEROPUERTO (CTES)
2022,5,27,,12,MERLO AEROPUERTO
2022,5,27,19.2,9.1,METAN
2022,5,27,21.4,14.9,MONTE CASEROS AEROPUERTO
2022,5,27,18.9,10.8,MORON AEROPUERTO
2022,5,27,13.1,,NEUQUEN AEROPUERTO
2022,5,27,16.4,9.8,NUEVE DE JULIO
2022,5,27,19.1,17.1,OBERA
2022,5,27,16.4,6.1,OLAVARRIA AEROPUERTO
2022,5,27,19.7,16.5,ORAN AEROPUERTO
2022,5,27,17.6,12.8,PARANA AEROPUERTO
2022,5,27,5.1,-5,PASO DE INDIOS
2022,5,27,15,10,PASO DE LOS LIBRES AEROPUERTO
2022,5,27,17.7,7.7,PEHUAJO AEROPUERTO
2022,5,27,4.9,-3.4,PERITO MORENO AEROPUERTO
2022,5,27,9.5,3.5,PIGUE AEROPUERTO
2022,5,27,17.6,5.3,PILAR OBSERVATORIO
2022,5,27,24.9,18.8,POSADAS AEROPUERTO
2022,5,27,21.4,9.9,PRESIDENCIA ROQUE SAENZ PE A AEROPUERTO
2022,5,27,4.4,0,PUERTO DESEADO AEROPUERTO
2022,5,27,8.3,1.5,PUERTO MADRYN AEROPUERTO
2022,5,27,13.6,10.4,PUNTA INDIO B.A.
2022,5,27,17,8.7,RAFAELA AEROPUERTO
2022,5,27,21.9,13.6,RECONQUISTA AEROPUERTO
2022,5,27,21.6,16.2,RESISTENCIA AEROPUERTO
2022,5,27,15.2,7.2,RIO CUARTO AEROPUERTO
2022,5,27,1.9,-4.8,RIO GALLEGOS AEROPUERTO
2022,5,27,5.8,-7.5,RIO GRANDE B.A.
2022,5,27,21.1,14.3,RIVADAVIA
2022,5,27,19.6,10.8,ROSARIO AEROPUERTO
2022,5,27,17,4.5,SALTA AEROPUERTO
2022,5,27,10.3,0,SAN ANTONIO OESTE AEROPUERTO
2022,5,27,19.8,13.2,SAN FERNANDO AEROPUERTO
2022,5,27,12.9,5,SAN JUAN AEROPUERTO
2022,5,27,1.3,-1,SAN JULIAN AEROPUERTO
2022,5,27,14.1,0.7,SAN LUIS AEROPUERTO
2022,5,27,13.2,2,SAN MARTIN (MZA)
2022,5,27,10.3,3.3,SAN RAFAEL AEROPUERTO
2022,5,27,2.1,-4.6,SANTA CRUZ AEROPUERTO
2022,5,27,13.6,6.8,SANTA ROSA AEROPUERTO
2022,5,27,12.9,0.6,SANTA ROSA DE CONLARA AEROPUERTO
2022,5,27,20.2,8.7,SANTIAGO DEL ESTERO AEROPUERTO
2022,5,27,18.8,8.4,SAUCE VIEJO AEROPUERTO
2022,5,27,22.5,10.8,SUNCHALES AEROPUERTO
2022,5,27,15.4,9.8,TANDIL AEROPUERTO
2022,5,27,17.3,13.2,TARTAGAL AEROPUERTO
2022,5,27,15.9,10.4,TERMAS DE RIO HONDO AEROPUERTO
2022,5,27,11.7,5.9,TINOGASTA
2022,5,27,9.3,2.1,TRELEW AEROPUERTO
2022,5,27,11.8,6.2,TRENQUE LAUQUEN
2022,5,27,12.4,9.7,TRES ARROYOS
2022,5,27,18.3,9.7,TUCUMAN AEROPUERTO
2022,5,27,5.1,-1.9,USHUAIA AEROPUERTO
2022,5,27,10.3,-8.2,USPALLATA
2022,5,27,19.2,6.7,VENADO TUERTO AEROPUERTO
2022,5,27,12.7,0.6,VICTORICA
2022,5,27,11.2,4.2,VIEDMA AEROPUERTO
2022,5,27,15.8,5.1,VILLA DE MARIA DEL RIO SECO
2022,5,27,15.8,0.3,VILLA DOLORES AEROPUERTO
2022,5,27,17,9.9,VILLA GESELL AEROPUERTO
2022,5,27,15.5,6.2,VILLA REYNOLDS AEROPUERTO
2022,5,28,12.9,3.8,AEROPARQUE CABA
2022,5,28,10.6,2.7,AZUL AEROPUERTO
2022,5,28,11.8,,BAHIA BLANCA AEROPUERTO
2022,5,28,8.2,-4.6,BARILOCHE AEROPUERTO
2022,5,28,-20.3,-31,BASE BELGRANO II
2022,5,28,-6,-6,BASE CARLINI (EX JUBANY)
2022,5,28,2.3,-13.4,BASE ESPERANZA
2022,5,28,-2.7,-5.8,BASE MARAMBIO
2022,5,28,-5.2,-12.3,BASE ORCADAS
2022,5,28,-6.2,-8.9,BASE SAN MARTIN
2022,5,28,11.1,3.3,BENITO JUAREZ
2022,5,28,19.7,3.7,BERNARDO DE IRIGOYEN AEROPUERTO
2022,5,28,10.6,1.6,BOLIVAR AEROPUERTO
2022,5,28,9.9,5.2,BUENOS AIRES OBSERVATORIO
2022,5,28,9.8,4.2,CAMPO DE MAYO AEROPUERTO
2022,5,28,14.6,-1.5,CATAMARCA AEROPUERTO
2022,5,28,14.7,2.7,CERES AEROPUERTO
2022,5,28,,-3.5,CHAMICAL AEROPUERTO
2022,5,28,7.9,-1.7,CHAPELCO AEROPUERTO
2022,5,28,15.6,-4.3,CHEPES
2022,5,28,13.7,0.7,CHILECITO AEROPUERTO
2022,5,28,15.4,-3.3,COMODORO RIVADAVIA AEROPUERTO
2022,5,28,10.2,8.8,CONCORDIA AEROPUERTO
2022,5,28,13.2,2.4,CORDOBA AEROPUERTO
2022,5,28,11.3,5.2,CORDOBA OBSERVATORIO
2022,5,28,8.6,-2,CORONEL SUAREZ AEROPUERTO
2022,5,28,14,8.2,CORRIENTES AEROPUERTO
2022,5,28,8.8,4.4,DOLORES AEROPUERTO
2022,5,28,10,-2.7,EL BOLSON AEROPUERTO
2022,5,28,7.5,-3.9,EL CALAFATE AEROPUERTO
2022,5,28,13.3,6.4,EL PALOMAR AEROPUERTO
2022,5,28,,-3,ESCUELA DE AVIACION MILITAR AEROPUERTO
2022,5,28,9.7,-5.6,ESQUEL AEROPUERTO
2022,5,28,12,4.5,EZEIZA AEROPUERTO
2022,5,28,14.9,8.8,FORMOSA AEROPUERTO
2022,5,28,11.2,-2.1,GENERAL PICO AEROPUERTO
2022,5,28,8.6,-2.8,GOBERNADOR GREGORES AEROPUERTO
2022,5,28,14.1,7,GUALEGUAYCHU AEROPUERTO
2022,5,28,20,4,IGUAZU AEROPUERTO
2022,5,28,17.4,10.3,ITUZAINGO
2022,5,28,12.9,,JACHAL
2022,5,28,17.1,6.1,JUJUY AEROPUERTO
2022,5,28,16.4,7.1,JUJUY U N
2022,5,28,12.7,2.7,JUNIN AEROPUERTO
2022,5,28,11.8,5.8,LA PLATA AEROPUERTO
2022,5,28,19.1,-3.4,LA QUIACA OBSERVATORIO
2022,5,28,14.2,,LA RIOJA AEROPUERTO
2022,5,28,13.8,2.3,LABOULAYE AEROPUERTO
2022,5,28,11.7,2,LAS FLORES
2022,5,28,16.8,4.2,LAS LOMITAS
2022,5,28,10,-6.7,MALARGUE AEROPUERTO
2022,5,28,12.7,-2.8,MAQUINCHAO
2022,5,28,11.3,3.3,MAR DEL PLATA AEROPUERTO
2022,5,28,14.4,3.7,MARCOS JUAREZ AEROPUERTO
2022,5,28,,2.9,MARIANO MORENO AEROPUERTO
2022,5,28,11.7,-2.5,MENDOZA AEROPUERTO
2022,5,28,,-1.1,MENDOZA OBSERVATORIO
2022,5,28,12.9,8.1,MERCEDES AEROPUERTO (CTES)
2022,5,28,,2.3,MERLO AEROPUERTO
2022,5,28,12.6,1.6,METAN
2022,5,28,10.4,6.7,MONTE CASEROS AEROPUERTO
2022,5,28,11.4,5,MORON AEROPUERTO
2022,5,28,14,-1.7,NEUQUEN AEROPUERTO
2022,5,28,10.7,3.4,NUEVE DE JULIO
2022,5,28,15.1,3.8,OBERA
2022,5,28,10.2,1.9,OLAVARRIA AEROPUERTO
2022,5,28,15.9,9.1,ORAN AEROPUERTO
2022,5,28,11.2,6,PARANA AEROPUERTO
2022,5,28,10.4,-4.1,PASO DE INDIOS
2022,5,28,10.3,10,PASO DE LOS LIBRES AEROPUERTO
2022,5,28,7.2,3,PEHUAJO AEROPUERTO
2022,5,28,10.5,-3.7,PERITO MORENO AEROPUERTO
2022,5,28,7,-5.1,PIGUE AEROPUERTO
2022,5,28,11.8,2.2,PILAR OBSERVATORIO
2022,5,28,16.8,9.1,POSADAS AEROPUERTO
2022,5,28,12.4,3.9,PRESIDENCIA ROQUE SAENZ PE A AEROPUERTO
2022,5,28,10,-3.2,PUERTO DESEADO AEROPUERTO
2022,5,28,10.7,-5.9,PUERTO MADRYN AEROPUERTO
2022,5,28,9.9,4.8,PUNTA INDIO B.A.
2022,5,28,11,-0.4,RAFAELA AEROPUERTO
2022,5,28,11.4,6.1,RECONQUISTA AEROPUERTO
2022,5,28,12,8.7,RESISTENCIA AEROPUERTO
2022,5,28,12.2,-2.9,RIO CUARTO AEROPUERTO
2022,5,28,4.2,-5.1,RIO GALLEGOS AEROPUERTO
2022,5,28,1.4,-5.7,RIO GRANDE B.A.
2022,5,28,15.5,2.8,RIVADAVIA
2022,5,28,9.4,2.4,ROSARIO AEROPUERTO
2022,5,28,12.3,5.1,SALTA AEROPUERTO
2022,5,28,16.4,-1.4,SAN ANTONIO OESTE AEROPUERTO
2022,5,28,11.9,4,SAN FERNANDO AEROPUERTO
2022,5,28,14.7,-2.2,SAN JUAN AEROPUERTO
2022,5,28,7.6,-4.8,SAN JULIAN AEROPUERTO
2022,5,28,12.1,-2,SAN LUIS AEROPUERTO
2022,5,28,14.1,-1.4,SAN MARTIN (MZA)
2022,5,28,12.6,-4.9,SAN RAFAEL AEROPUERTO
2022,5,28,4.8,-4.6,SANTA CRUZ AEROPUERTO
2022,5,28,12.9,-4,SANTA ROSA AEROPUERTO
2022,5,28,15.5,-6,SANTA ROSA DE CONLARA AEROPUERTO
2022,5,28,14.5,-2.5,SANTIAGO DEL ESTERO AEROPUERTO
2022,5,28,14.3,6,SAUCE VIEJO AEROPUERTO
2022,5,28,13.9,1,SUNCHALES AEROPUERTO
2022,5,28,10.8,0.2,TANDIL AEROPUERTO
2022,5,28,14.2,4.6,TARTAGAL AEROPUERTO
2022,5,28,16.8,-1.3,TERMAS DE RIO HONDO AEROPUERTO
2022,5,28,16.3,-1.5,TINOGASTA
2022,5,28,12.8,-7.3,TRELEW AEROPUERTO
2022,5,28,8.6,-1.9,TRENQUE LAUQUEN
2022,5,28,11.4,1.4,TRES ARROYOS
2022,5,28,12,1.1,TUCUMAN AEROPUERTO
2022,5,28,7.6,-0.3,USHUAIA AEROPUERTO
2022,5,28,10.9,-8.8,USPALLATA
2022,5,28,8.8,2.9,VENADO TUERTO AEROPUERTO
2022,5,28,11.7,-4,VICTORICA
2022,5,28,13.8,-2.1,VIEDMA AEROPUERTO
2022,5,28,16.2,2.4,VILLA DE MARIA DEL RIO SECO
2022,5,28,11.6,-4.9,VILLA DOLORES AEROPUERTO
2022,5,28,10.3,-0.9,VILLA GESELL AEROPUERTO
2022,5,28,13.9,-2.6,VILLA REYNOLDS AEROPUERTO
2022,5,29,12.8,6.1,AEROPARQUE CABA
2022,5,29,11.1,-2.7,AZUL AEROPUERTO
2022,5,29,15.1,1.4,BAHIA BLANCA AEROPUERTO
2022,5,29,14.9,-1.7,BARILOCHE AEROPUERTO
2022,5,29,-11.6,-23,BASE BELGRANO II
2022,5,29,-5.9,-5.7,BASE CARLINI (EX JUBANY)
2022,5,29,0.7,-6.9,BASE ESPERANZA
2022,5,29,-5.7,-12,BASE MARAMBIO
2022,5,29,-8.1,-5.6,BASE ORCADAS
2022,5,29,-9.5,-11,BASE SAN MARTIN
2022,5,29,10.5,-4.8,BENITO JUAREZ
2022,5,29,4.8,0.5,BERNARDO DE IRIGOYEN AEROPUERTO
2022,5,29,14,0.3,BOLIVAR AEROPUERTO
2022,5,29,12.5,1.7,BUENOS AIRES OBSERVATORIO
2022,5,29,9.6,-2.6,CAMPO DE MAYO AEROPUERTO
2022,5,29,14.9,-2.7,CATAMARCA AEROPUERTO
2022,5,29,16.2,-4.3,CERES AEROPUERTO
2022,5,29,17.7,-2,CHAMICAL AEROPUERTO
2022,5,29,16.7,,CHAPELCO AEROPUERTO
2022,5,29,18.7,0.1,CHEPES
2022,5,29,17.3,-1,CHILECITO AEROPUERTO
2022,5,29,11.8,5.8,COMODORO RIVADAVIA AEROPUERTO
2022,5,29,11.6,-0.2,CONCORDIA AEROPUERTO
2022,5,29,15.3,-1.3,CORDOBA AEROPUERTO
2022,5,29,14.2,-0.3,CORDOBA OBSERVATORIO
2022,5,29,13,-3.9,CORONEL SUAREZ AEROPUERTO
2022,5,29,13.1,6,CORRIENTES AEROPUERTO
2022,5,29,11.9,-2.6,DOLORES AEROPUERTO
2022,5,29,11.1,-1.4,EL BOLSON AEROPUERTO
2022,5,29,11.3,-1.9,EL CALAFATE AEROPUERTO
2022,5,29,14.7,-1.2,EL PALOMAR AEROPUERTO
2022,5,29,,-6,ESCUELA DE AVIACION MILITAR AEROPUERTO
2022,5,29,9.6,-3,ESQUEL AEROPUERTO
2022,5,29,11.6,-2.2,EZEIZA AEROPUERTO
2022,5,29,11.9,3.1,FORMOSA AEROPUERTO
2022,5,29,17.4,1.2,GENERAL PICO AEROPUERTO
2022,5,29,7.7,2.3,GOBERNADOR GREGORES AEROPUERTO
2022,5,29,11.4,0.3,GUALEGUAYCHU AEROPUERTO
2022,5,29,11.4,3,IGUAZU AEROPUERTO
2022,5,29,12.8,5.1,ITUZAINGO
2022,5,29,16.7,,JACHAL
2022,5,29,16.1,-1.3,JUJUY AEROPUERTO
2022,5,29,16.4,1.8,JUJUY U N
2022,5,29,14.2,-0.1,JUNIN AEROPUERTO
2022,5,29,13.9,3.1,LA PLATA AEROPUERTO
2022,5,29,16,-6,LA QUIACA OBSERVATORIO
2022,5,29,15.7,-3.2,LA RIOJA AEROPUERTO
2022,5,29,17.9,-2.1,LABOULAYE AEROPUERTO
2022,5,29,9.9,2.9,LAS FLORES
2022,5,29,13.2,2.5,LAS LOMITAS
2022,5,29,15.3,-1.9,MALARGUE AEROPUERTO
2022,5,29,11.8,-5.2,MAQUINCHAO
2022,5,29,15.7,-1.1,MAR DEL PLATA AEROPUERTO
2022,5,29,16,-2.7,MARCOS JUAREZ AEROPUERTO
2022,5,29,,0.8,MARIANO MORENO AEROPUERTO
2022,5,29,16.3,2,MENDOZA AEROPUERTO
2022,5,29,,0.4,MENDOZA OBSERVATORIO
2022,5,29,11.2,4.7,MERCEDES AEROPUERTO (CTES)
2022,5,29,,-0.2,MERLO AEROPUERTO
2022,5,29,14.1,-2,METAN
2022,5,29,12.8,1,MONTE CASEROS AEROPUERTO
2022,5,29,9.9,-1.3,MORON AEROPUERTO
2022,5,29,16.6,0.5,NEUQUEN AEROPUERTO
2022,5,29,15.9,2.5,NUEVE DE JULIO
2022,5,29,12.5,5.4,OBERA
2022,5,29,10.6,-1.5,OLAVARRIA AEROPUERTO
2022,5,29,16,6.3,ORAN AEROPUERTO
2022,5,29,10.1,2.1,PARANA AEROPUERTO
2022,5,29,11.8,4.7,PASO DE INDIOS
2022,5,29,13.5,6.2,PASO DE LOS LIBRES AEROPUERTO
2022,5,29,13.9,2.6,PEHUAJO AEROPUERTO
2022,5,29,12.7,-2.4,PERITO MORENO AEROPUERTO
2022,5,29,14.5,-2.5,PIGUE AEROPUERTO
2022,5,29,13.7,-0.5,PILAR OBSERVATORIO
2022,5,29,13.5,6.9,POSADAS AEROPUERTO
2022,5,29,15,0,PRESIDENCIA ROQUE SAENZ PE A AEROPUERTO
2022,5,29,11.5,3.8,PUERTO DESEADO AEROPUERTO
2022,5,29,14.7,2.2,PUERTO MADRYN AEROPUERTO
2022,5,29,10.5,2.7,PUNTA INDIO B.A.
2022,5,29,15.6,0,RAFAELA AEROPUERTO
2022,5,29,13.7,2,RECONQUISTA AEROPUERTO
2022,5,29,13,1.5,RESISTENCIA AEROPUERTO
2022,5,29,14.8,0.2,RIO CUARTO AEROPUERTO
2022,5,29,3.9,-3,RIO GALLEGOS AEROPUERTO
2022,5,29,6.9,-5.6,RIO GRANDE B.A.
2022,5,29,16.5,0.7,RIVADAVIA
2022,5,29,11.6,-3.4,ROSARIO AEROPUERTO
2022,5,29,16.2,-4.5,SALTA AEROPUERTO
2022,5,29,16.6,0.8,SAN ANTONIO OESTE AEROPUERTO
2022,5,29,11.7,3.2,SAN FERNANDO AEROPUERTO
2022,5,29,13.5,-3.7,SAN JUAN AEROPUERTO
2022,5,29,9.8,1.8,SAN JULIAN AEROPUERTO
2022,5,29,16,2.1,SAN LUIS AEROPUERTO
2022,5,29,15.1,2.6,SAN MARTIN (MZA)
2022,5,29,21,3,SAN RAFAEL AEROPUERTO
2022,5,29,6.9,-2.1,SANTA CRUZ AEROPUERTO
2022,5,29,19.5,0.8,SANTA ROSA AEROPUERTO
2022,5,29,13.2,-8.5,SANTA ROSA DE CONLARA AEROPUERTO
2022,5,29,16,-2.7,SANTIAGO DEL ESTERO AEROPUERTO
2022,5,29,11.5,-1.8,SAUCE VIEJO AEROPUERTO
2022,5,29,13.3,-3.5,SUNCHALES AEROPUERTO
2022,5,29,10.9,-2.5,TANDIL AEROPUERTO
2022,5,29,17.6,5.4,TARTAGAL AEROPUERTO
2022,5,29,14.9,0.8,TERMAS DE RIO HONDO AEROPUERTO
2022,5,29,20.7,-2.1,TINOGASTA
2022,5,29,15.9,-1.5,TRELEW AEROPUERTO
2022,5,29,14.5,0.3,TRENQUE LAUQUEN
2022,5,29,10.7,-3.9,TRES ARROYOS
2022,5,29,15.3,-0.7,TUCUMAN AEROPUERTO
2022,5,29,8.2,3.1,USHUAIA AEROPUERTO
2022,5,29,17.4,-8,USPALLATA
2022,5,29,14.9,-1.6,VENADO TUERTO AEROPUERTO
2022,5,29,20.6,-3,VICTORICA
2022,5,29,14.5,-0.5,VIEDMA AEROPUERTO
2022,5,29,17,-5.8,VILLA DE MARIA DEL RIO SECO
2022,5,29,13.9,,VILLA DOLORES AEROPUERTO
2022,5,29,14.2,-2.5,VILLA GESELL AEROPUERTO
2022,5,29,18.2,-1.6,VILLA REYNOLDS AEROPUERTO
2022,5,30,14.6,5,AEROPARQUE CABA
2022,5,30,13.1,-1,AZUL AEROPUERTO
2022,5,30,17.4,6,BAHIA BLANCA AEROPUERTO
2022,5,30,10.9,2.3,BARILOCHE AEROPUERTO
2022,5,30,-6.2,-16.8,BASE BELGRANO II
2022,5,30,-2.8,-4.8,BASE CARLINI (EX JUBANY)
2022,5,30,-1.9,-5.2,BASE ESPERANZA
2022,5,30,-8.2,-16.4,BASE MARAMBIO
2022,5,30,-6.6,-6.9,BASE ORCADAS
2022,5,30,-2.1,-10,BASE SAN MARTIN
2022,5,30,9.9,2.3,BENITO JUAREZ
2022,5,30,10,4.9,BERNARDO DE IRIGOYEN AEROPUERTO
2022,5,30,13.2,1.8,BOLIVAR AEROPUERTO
2022,5,30,15,5,BUENOS AIRES OBSERVATORIO
2022,5,30,14.7,-1.1,CAMPO DE MAYO AEROPUERTO
2022,5,30,15.8,0.4,CATAMARCA AEROPUERTO
2022,5,30,15,-0.9,CERES AEROPUERTO
2022,5,30,15.5,-0.9,CHAMICAL AEROPUERTO
2022,5,30,8.1,4.7,CHAPELCO AEROPUERTO
2022,5,30,16.4,5.5,CHEPES
2022,5,30,18.1,,CHILECITO AEROPUERTO
2022,5,30,11,7.9,COMODORO RIVADAVIA AEROPUERTO
2022,5,30,13,-1.2,CONCORDIA AEROPUERTO
2022,5,30,16.5,-6.8,CORDOBA AEROPUERTO
2022,5,30,21.6,0.2,CORDOBA OBSERVATORIO
2022,5,30,17.1,-2.6,CORONEL SUAREZ AEROPUERTO
2022,5,30,17.3,6.6,CORRIENTES AEROPUERTO
2022,5,30,12.1,1.4,DOLORES AEROPUERTO
2022,5,30,10.3,-1.5,EL BOLSON AEROPUERTO
2022,5,30,5.3,-1.8,EL CALAFATE AEROPUERTO
2022,5,30,16.4,,EL PALOMAR AEROPUERTO
2022,5,30,,-4.6,ESCUELA DE AVIACION MILITAR AEROPUERTO
2022,5,30,6.5,1,ESQUEL AEROPUERTO
2022,5,30,13.3,3,EZEIZA AEROPUERTO
2022,5,30,19.6,4.6,FORMOSA AEROPUERTO
2022,5,30,18.6,2.5,GENERAL PICO AEROPUERTO
2022,5,30,5.4,-0.3,GOBERNADOR GREGORES AEROPUERTO
2022,5,30,14.4,-0.2,GUALEGUAYCHU AEROPUERTO
2022,5,30,12.6,6.4,IGUAZU AEROPUERTO
2022,5,30,13.5,8.2,ITUZAINGO
2022,5,30,12.7,,JACHAL
2022,5,30,18.5,1.9,JUJUY AEROPUERTO
2022,5,30,15.3,-0.2,JUJUY U N
2022,5,30,17.9,-2.8,JUNIN AEROPUERTO
2022,5,30,13,-1.3,LA PLATA AEROPUERTO
2022,5,30,18.5,-6,LA QUIACA OBSERVATORIO
2022,5,30,14.9,1.2,LA RIOJA AEROPUERTO
2022,5,30,21.5,2.9,LABOULAYE AEROPUERTO
2022,5,30,12.7,4.5,LAS FLORES
2022,5,30,19.2,2.9,LAS LOMITAS
2022,5,30,15.6,-3.3,MALARGUE AEROPUERTO
2022,5,30,5.8,-4.2,MAQUINCHAO
2022,5,30,11.2,3.7,MAR DEL PLATA AEROPUERTO
2022,5,30,13.8,-2.5,MARCOS JUAREZ AEROPUERTO
2022,5,30,,3.6,MARIANO MORENO AEROPUERTO
2022,5,30,19,3.3,MENDOZA AEROPUERTO
2022,5,30,,5,MENDOZA OBSERVATORIO
2022,5,30,16.6,1.3,MERCEDES AEROPUERTO (CTES)
2022,5,30,,0.3,MERLO AEROPUERTO
2022,5,30,14.5,0.7,METAN
2022,5,30,16.1,3.1,MONTE CASEROS AEROPUERTO
2022,5,30,11,3.8,MORON AEROPUERTO
2022,5,30,16.9,-0.2,NEUQUEN AEROPUERTO
2022,5,30,13.8,0.5,NUEVE DE JULIO
2022,5,30,12.8,5.8,OBERA
2022,5,30,13.1,-4,OLAVARRIA AEROPUERTO
2022,5,30,21.7,3.2,ORAN AEROPUERTO
2022,5,30,17.8,3.9,PARANA AEROPUERTO
2022,5,30,10.9,0.3,PASO DE INDIOS
2022,5,30,13.6,2.4,PASO DE LOS LIBRES AEROPUERTO
2022,5,30,18.2,0.8,PEHUAJO AEROPUERTO
2022,5,30,6.3,4.2,PERITO MORENO AEROPUERTO
2022,5,30,11.8,2.5,PIGUE AEROPUERTO
2022,5,30,20.3,-1.7,PILAR OBSERVATORIO
2022,5,30,16.3,6.7,POSADAS AEROPUERTO
2022,5,30,18.6,-3.7,PRESIDENCIA ROQUE SAENZ PE A AEROPUERTO
2022,5,30,9.2,-0.5,PUERTO DESEADO AEROPUERTO
2022,5,30,13.5,3.4,PUERTO MADRYN AEROPUERTO
2022,5,30,14.2,0.7,PUNTA INDIO B.A.
2022,5,30,14.8,1.7,RAFAELA AEROPUERTO
2022,5,30,14.4,2.4,RECONQUISTA AEROPUERTO
2022,5,30,15.5,0.4,RESISTENCIA AEROPUERTO
2022,5,30,18.2,-1.9,RIO CUARTO AEROPUERTO
2022,5,30,2.7,-5.7,RIO GALLEGOS AEROPUERTO
2022,5,30,5.8,3.3,RIO GRANDE B.A.
2022,5,30,22.1,0.1,RIVADAVIA
2022,5,30,16.9,2.6,ROSARIO AEROPUERTO
2022,5,30,20.5,-1.1,SALTA AEROPUERTO
2022,5,30,14.1,2.2,SAN ANTONIO OESTE AEROPUERTO
2022,5,30,11.4,0.4,SAN FERNANDO AEROPUERTO
2022,5,30,14,-0.2,SAN JUAN AEROPUERTO
2022,5,30,7.1,2.1,SAN JULIAN AEROPUERTO
2022,5,30,17,-0.1,SAN LUIS AEROPUERTO
2022,5,30,15,1.2,SAN MARTIN (MZA)
2022,5,30,17.2,5,SAN RAFAEL AEROPUERTO
2022,5,30,10,2,SANTA CRUZ AEROPUERTO
2022,5,30,19.5,5,SANTA ROSA AEROPUERTO
2022,5,30,18.6,-5.9,SANTA ROSA DE CONLARA AEROPUERTO
2022,5,30,17.4,-1.7,SANTIAGO DEL ESTERO AEROPUERTO
2022,5,30,16.3,-1.1,SAUCE VIEJO AEROPUERTO
2022,5,30,17.9,4.9,SUNCHALES AEROPUERTO
2022,5,30,13.5,,TANDIL AEROPUERTO
2022,5,30,17,1.9,TARTAGAL AEROPUERTO
2022,5,30,19.8,2.6,TERMAS DE RIO HONDO AEROPUERTO
2022,5,30,19.6,-3,TINOGASTA
2022,5,30,13.2,5.9,TRELEW AEROPUERTO
2022,5,30,16.1,1.9,TRENQUE LAUQUEN
2022,5,30,16.2,2.6,TRES ARROYOS
2022,5,30,20.4,4,TUCUMAN AEROPUERTO
2022,5,30,9.2,2.4,USHUAIA AEROPUERTO
2022,5,30,16.7,-3.5,USPALLATA
2022,5,30,13.6,0.9,VENADO TUERTO AEROPUERTO
2022,5,30,20.5,4,VICTORICA
2022,5,30,14.8,4.1,VIEDMA AEROPUERTO
2022,5,30,20.6,-3.6,VILLA DE MARIA DEL RIO SECO
2022,5,30,16.9,0.3,VILLA DOLORES AEROPUERTO
2022,5,30,11.7,-1,VILLA GESELL AEROPUERTO
2022,5,30,18.3,-3.5,VILLA REYNOLDS AEROPUERTO
2022,5,31,15.1,5.3,AEROPARQUE CABA
2022,5,31,15.5,-1,AZUL AEROPUERTO
2022,5,31,10.2,-3.5,BAHIA BLANCA AEROPUERTO
2022,5,31,6.5,0.2,BARILOCHE AEROPUERTO
2022,5,31,-8.5,-22.3,BASE BELGRANO II
2022,5,31,1.2,-1.6,BASE CARLINI (EX JUBANY)
2022,5,31,-5.4,-7.5,BASE ESPERANZA
2022,5,31,-14.4,-17.6,BASE MARAMBIO
2022,5,31,-2.6,-5.7,BASE ORCADAS
2022,5,31,-3.9,-2.1,BASE SAN MARTIN
2022,5,31,11,-3.4,BENITO JUAREZ
2022,5,31,17.9,8.2,BERNARDO DE IRIGOYEN AEROPUERTO
2022,5,31,12,-0.3,BOLIVAR AEROPUERTO
2022,5,31,19.9,4.6,BUENOS AIRES OBSERVATORIO
