ANO,MES,DIA,TMAX,TMIN,LUGAR
2020,10,21,22.2,15.3,SAN RAFAEL AEROPUERTO
2020,10,21,16.3,1.3,SANTA CRUZ AEROPUERTO
2020,10,21,24.4,13.3,SANTA ROSA AEROPUERTO
2020,10,21,28.5,8.7,SANTA ROSA DE CONLARA AEROPUERTO
2020,10,21,31.8,18.8,SANTIAGO DEL ESTERO AEROPUERTO
2020,10,21,30.6,16.3,SAUCE VIEJO AEROPUERTO
2020,10,21,31.5,8.7,SUNCHALES AEROPUERTO
2020,10,21,20.3,7.6,TANDIL AEROPUERTO
2020,10,21,32.5,16.2,TARTAGAL AEROPUERTO
2020,10,21,36,18,TERMAS DE RIO HONDO AEROPUERTO
2020,10,21,32.2,11.1,TINOGASTA
2020,10,21,19.6,5,TRELEW AEROPUERTO
2020,10,21,29.6,12.7,TRENQUE LAUQUEN
2020,10,21,22.7,11.3,TRES ARROYOS
2020,10,21,30.5,15.4,TUCUMAN AEROPUERTO
2020,10,21,10.1,-0.4,USHUAIA AEROPUERTO
2020,10,21,24.7,5,USPALLATA
2020,10,21,29.7,10.4,VENADO TUERTO AEROPUERTO
2020,10,21,29.4,10.3,VICTORICA
2020,10,21,23.4,4.9,VIEDMA AEROPUERTO
2020,10,21,29,10.5,VILLA DE MARIA DEL RIO SECO
2020,10,21,31.9,15.7,VILLA DOLORES AEROPUERTO
2020,10,21,19.4,10.6,VILLA GESELL AEROPUERTO
2020,10,21,29.9,7,VILLA REYNOLDS AEROPUERTO
2020,10,22,21.7,17.7,AEROPARQUE CABA
2020,10,22,18.1,12.4,AZUL AEROPUERTO
2020,10,22,19.2,5.7,BAHIA BLANCA AEROPUERTO
2020,10,22,15.9,-0.4,BARILOCHE AEROPUERTO
2020,10,22,-7,-21.6,BASE BELGRANO II
2020,10,22,-2.3,-4.1,BASE CARLINI (EX JUBANY)
2020,10,22,3.4,-10.2,BASE ESPERANZA
2020,10,22,-2,-18,BASE MARAMBIO
2020,10,22,-3.2,-9.5,BASE ORCADAS
2020,10,22,1.1,-5.3,BASE SAN MARTIN
2020,10,22,18.1,10.3,BENITO JUAREZ
2020,10,22,22.7,11.3,BERNARDO DE IRIGOYEN AEROPUERTO
2020,10,22,20.5,12.3,BOLIVAR AEROPUERTO
2020,10,22,25.8,15.7,BUENOS AIRES OBSERVATORIO
2020,10,22,22.2,12.9,CAMPO DE MAYO AEROPUERTO
2020,10,22,35.6,19.9,CATAMARCA AEROPUERTO
2020,10,22,35.4,15.7,CERES AEROPUERTO
2020,10,22,30.6,16,CHAMICAL AEROPUERTO
2020,10,22,16.7,-1.8,CHAPELCO AEROPUERTO
2020,10,22,27.7,12.9,CHEPES
2020,10,22,29.7,16.7,CHILECITO AEROPUERTO
2020,10,22,23.9,6.6,COMODORO RIVADAVIA AEROPUERTO
2020,10,22,28.5,14.9,CONCORDIA AEROPUERTO
2020,10,22,28.8,10.4,CORDOBA AEROPUERTO
2020,10,22,31.3,19.7,CORDOBA OBSERVATORIO
2020,10,22,20.2,8.6,CORONEL SUAREZ AEROPUERTO
2020,10,22,29.1,15.4,CORRIENTES AEROPUERTO
2020,10,22,17.2,12.4,DOLORES AEROPUERTO
2020,10,22,15.7,-1.2,EL BOLSON AEROPUERTO
2020,10,22,13.8,0.9,EL CALAFATE AEROPUERTO
2020,10,22,25.2,10.6,EL PALOMAR AEROPUERTO
2020,10,22,,13.7,ESCUELA DE AVIACION MILITAR AEROPUERTO
2020,10,22,11.7,-1,ESQUEL AEROPUERTO
2020,10,22,23.7,14.1,EZEIZA AEROPUERTO
2020,10,22,28.7,12.6,FORMOSA AEROPUERTO
2020,10,22,,10.4,GENERAL PICO AEROPUERTO
2020,10,22,16.3,0.6,GOBERNADOR GREGORES AEROPUERTO
2020,10,22,24.3,10.9,GUALEGUAYCHU AEROPUERTO
2020,10,22,26.1,12,IGUAZU AEROPUERTO
2020,10,22,26.5,12.9,ITUZAINGO
2020,10,22,26.3,11.6,JACHAL
2020,10,22,28.8,19.1,JUJUY AEROPUERTO
2020,10,22,28.5,16.8,JUJUY U N
2020,10,22,24.9,17.3,JUNIN AEROPUERTO
2020,10,22,22.2,16.4,LA PLATA AEROPUERTO
2020,10,22,22.8,6.2,LA QUIACA OBSERVATORIO
2020,10,22,33.3,18,LA RIOJA AEROPUERTO
2020,10,22,28.7,14.2,LABOULAYE AEROPUERTO
2020,10,22,17.8,14.8,LAS FLORES
2020,10,22,39,15.5,LAS LOMITAS
2020,10,22,21.2,1.2,MALARGUE AEROPUERTO
2020,10,22,19.6,,MAQUINCHAO
2020,10,22,18,11.3,MAR DEL PLATA AEROPUERTO
2020,10,22,28.7,16.1,MARCOS JUAREZ AEROPUERTO
2020,10,22,,16.9,MARIANO MORENO AEROPUERTO
2020,10,22,27.6,15.2,MENDOZA AEROPUERTO
2020,10,22,,13.5,MENDOZA OBSERVATORIO
2020,10,22,23.9,16.5,MERCEDES AEROPUERTO (CTES)
2020,10,22,,12.8,MERLO AEROPUERTO
2020,10,22,32,14.1,METAN
2020,10,22,30.4,10.5,MONTE CASEROS AEROPUERTO
2020,10,22,21.8,13.3,MORON AEROPUERTO
2020,10,22,27.1,7.8,NEUQUEN AEROPUERTO
2020,10,22,21.3,13,NUEVE DE JULIO
2020,10,22,25.7,13.1,OBERA
2020,10,22,19.5,8.7,OLAVARRIA AEROPUERTO
2020,10,22,32.4,19.9,ORAN AEROPUERTO
2020,10,22,30.8,11.1,PARANA AEROPUERTO
2020,10,22,22.8,-3.2,PASO DE INDIOS
2020,10,22,28.6,15.1,PASO DE LOS LIBRES AEROPUERTO
2020,10,22,19.1,14.9,PEHUAJO AEROPUERTO
2020,10,22,14.9,5.2,PERITO MORENO AEROPUERTO
2020,10,22,14.8,6.7,PIGUE AEROPUERTO
2020,10,22,31.2,18.5,PILAR OBSERVATORIO
2020,10,22,30.4,16.9,POSADAS AEROPUERTO
2020,10,22,28.8,11.5,PRESIDENCIA ROQUE SAENZ PE A AEROPUERTO
2020,10,22,19,4.2,PUERTO DESEADO AEROPUERTO
2020,10,22,24.1,3.6,PUERTO MADRYN AEROPUERTO
2020,10,22,19.3,14.1,PUNTA INDIO B.A.
2020,10,22,33.4,15.4,RAFAELA AEROPUERTO
2020,10,22,27.2,14.8,RECONQUISTA AEROPUERTO
2020,10,22,27.3,16.3,RESISTENCIA AEROPUERTO
2020,10,22,27.1,12.6,RIO CUARTO AEROPUERTO
2020,10,22,16.9,4.4,RIO GALLEGOS AEROPUERTO
2020,10,22,14.4,-1.5,RIO GRANDE B.A.
2020,10,22,36.3,18.3,RIVADAVIA
2020,10,22,23.4,17.1,ROSARIO AEROPUERTO
2020,10,22,29,10.1,SALTA AEROPUERTO
2020,10,22,21.9,0.6,SAN ANTONIO OESTE AEROPUERTO
2020,10,22,23,14.5,SAN FERNANDO AEROPUERTO
2020,10,22,24.8,12.2,SAN JUAN AEROPUERTO
2020,10,22,18.9,3.4,SAN JULIAN AEROPUERTO
2020,10,22,26.8,12.1,SAN LUIS AEROPUERTO
2020,10,22,26.8,11.8,SAN MARTIN (MZA)
2020,10,22,21.7,8.2,SAN RAFAEL AEROPUERTO
2020,10,22,19.7,6,SANTA CRUZ AEROPUERTO
2020,10,22,21.7,6.1,SANTA ROSA AEROPUERTO
2020,10,22,28,10.5,SANTA ROSA DE CONLARA AEROPUERTO
2020,10,22,35.1,21.7,SANTIAGO DEL ESTERO AEROPUERTO
2020,10,22,26.2,18.6,SAUCE VIEJO AEROPUERTO
2020,10,22,29.8,15.6,SUNCHALES AEROPUERTO
2020,10,22,19.5,10.8,TANDIL AEROPUERTO
2020,10,22,30.5,14.8,TARTAGAL AEROPUERTO
2020,10,22,32.7,15,TERMAS DE RIO HONDO AEROPUERTO
2020,10,22,30.8,14.7,TINOGASTA
2020,10,22,27.1,7.3,TRELEW AEROPUERTO
2020,10,22,23.1,14.4,TRENQUE LAUQUEN
2020,10,22,14.4,4.3,TRES ARROYOS
2020,10,22,31,19.6,TUCUMAN AEROPUERTO
2020,10,22,12.6,3.7,USHUAIA AEROPUERTO
2020,10,22,25.1,5.9,USPALLATA
2020,10,22,26.5,18.4,VENADO TUERTO AEROPUERTO
2020,10,22,22.6,8.5,VICTORICA
2020,10,22,23.6,-3.5,VIEDMA AEROPUERTO
2020,10,22,31.7,15.4,VILLA DE MARIA DEL RIO SECO
2020,10,22,34.1,12.4,VILLA DOLORES AEROPUERTO
2020,10,22,18.9,11.6,VILLA GESELL AEROPUERTO
2020,10,22,25.2,9.9,VILLA REYNOLDS AEROPUERTO
2020,10,23,24.6,19.7,AEROPARQUE CABA
2020,10,23,19.2,9.3,AZUL AEROPUERTO
2020,10,23,15.6,12.5,BAHIA BLANCA AEROPUERTO
2020,10,23,12.4,4.7,BARILOCHE AEROPUERTO
2020,10,23,-8.4,-16.7,BASE BELGRANO II
2020,10,23,-3.6,-1.6,BASE CARLINI (EX JUBANY)
2020,10,23,-2.1,-11.6,BASE ESPERANZA
2020,10,23,-0.7,-18,BASE MARAMBIO
2020,10,23,0.5,-1.5,BASE ORCADAS
2020,10,23,-3.9,-6.8,BASE SAN MARTIN
2020,10,23,16.4,8.5,BENITO JUAREZ
2020,10,23,22.5,13,BERNARDO DE IRIGOYEN AEROPUERTO
2020,10,23,17.8,13.5,BOLIVAR AEROPUERTO
2020,10,23,29.3,15.7,BUENOS AIRES OBSERVATORIO
2020,10,23,26.9,16.5,CAMPO DE MAYO AEROPUERTO
2020,10,23,34.5,25.5,CATAMARCA AEROPUERTO
2020,10,23,37.2,19.8,CERES AEROPUERTO
2020,10,23,38.1,19.6,CHAMICAL AEROPUERTO
2020,10,23,16.1,6,CHAPELCO AEROPUERTO
2020,10,23,35.9,18.6,CHEPES
2020,10,23,35.1,16.8,CHILECITO AEROPUERTO
2020,10,23,19.9,9.7,COMODORO RIVADAVIA AEROPUERTO
2020,10,23,28.7,16.2,CONCORDIA AEROPUERTO
2020,10,23,31.6,11.1,CORDOBA AEROPUERTO
2020,10,23,33.7,15.4,CORDOBA OBSERVATORIO
2020,10,23,14.8,11.5,CORONEL SUAREZ AEROPUERTO
2020,10,23,21.6,15.7,CORRIENTES AEROPUERTO
2020,10,23,23.9,13.7,DOLORES AEROPUERTO
2020,10,23,12,4.3,EL BOLSON AEROPUERTO
2020,10,23,10.9,-6.3,EL CALAFATE AEROPUERTO
2020,10,23,30.7,18.2,EL PALOMAR AEROPUERTO
2020,10,23,,14.5,ESCUELA DE AVIACION MILITAR AEROPUERTO
2020,10,23,11.8,0.5,ESQUEL AEROPUERTO
2020,10,23,28.7,11.1,EZEIZA AEROPUERTO
2020,10,23,25.1,15.5,FORMOSA AEROPUERTO
2020,10,23,,14.4,GENERAL PICO AEROPUERTO
2020,10,23,14,1.4,GOBERNADOR GREGORES AEROPUERTO
2020,10,23,32.4,12.4,GUALEGUAYCHU AEROPUERTO
2020,10,23,30.6,13.3,IGUAZU AEROPUERTO
2020,10,23,23.8,13.2,ITUZAINGO
2020,10,23,33.2,7.4,JACHAL
2020,10,23,30.1,14.5,JUJUY AEROPUERTO
2020,10,23,29.1,11.1,JUJUY U N
2020,10,23,29.8,12.1,JUNIN AEROPUERTO
2020,10,23,30,11.2,LA PLATA AEROPUERTO
2020,10,23,23.8,2,LA QUIACA OBSERVATORIO
2020,10,23,39.6,23.7,LA RIOJA AEROPUERTO
2020,10,23,33.1,14.5,LABOULAYE AEROPUERTO
2020,10,23,28.7,11.4,LAS FLORES
2020,10,23,32.1,18.2,LAS LOMITAS
2020,10,23,23.9,6.1,MALARGUE AEROPUERTO
2020,10,23,18,3.9,MAQUINCHAO
2020,10,23,24.4,11.7,MAR DEL PLATA AEROPUERTO
2020,10,23,30.4,17.1,MARCOS JUAREZ AEROPUERTO
2020,10,23,,17.9,MARIANO MORENO AEROPUERTO
2020,10,23,27.7,13,MENDOZA AEROPUERTO
2020,10,23,,12.6,MENDOZA OBSERVATORIO
2020,10,23,24.7,16.3,MERCEDES AEROPUERTO (CTES)
2020,10,23,,16.9,MERLO AEROPUERTO
2020,10,23,31.6,16.4,METAN
2020,10,23,27.9,18,MONTE CASEROS AEROPUERTO
2020,10,23,30.2,20.7,MORON AEROPUERTO
2020,10,23,26.4,10.1,NEUQUEN AEROPUERTO
2020,10,23,28,13.7,NUEVE DE JULIO
2020,10,23,26.6,16.8,OBERA
2020,10,23,19,9.8,OLAVARRIA AEROPUERTO
2020,10,23,32.2,17.2,ORAN AEROPUERTO
2020,10,23,32.1,12.7,PARANA AEROPUERTO
2020,10,23,13,7.9,PASO DE INDIOS
2020,10,23,25.3,15.3,PASO DE LOS LIBRES AEROPUERTO
2020,10,23,20.5,13.6,PEHUAJO AEROPUERTO
2020,10,23,15.3,0.6,PERITO MORENO AEROPUERTO
2020,10,23,14.9,14.5,PIGUE AEROPUERTO
2020,10,23,31,19.2,PILAR OBSERVATORIO
2020,10,23,30.3,16.4,POSADAS AEROPUERTO
2020,10,23,25.1,20.5,PRESIDENCIA ROQUE SAENZ PE A AEROPUERTO
2020,10,23,15.4,3.6,PUERTO DESEADO AEROPUERTO
2020,10,23,19.8,12.3,PUERTO MADRYN AEROPUERTO
2020,10,23,28,15.4,PUNTA INDIO B.A.
2020,10,23,34.3,15.8,RAFAELA AEROPUERTO
2020,10,23,26.7,14.5,RECONQUISTA AEROPUERTO
2020,10,23,26.9,19,RESISTENCIA AEROPUERTO
2020,10,23,32.1,14.4,RIO CUARTO AEROPUERTO
2020,10,23,11.8,-0.2,RIO GALLEGOS AEROPUERTO
2020,10,23,10.4,-3.5,RIO GRANDE B.A.
2020,10,23,34.3,19.4,RIVADAVIA
2020,10,23,28.3,18.2,ROSARIO AEROPUERTO
2020,10,23,29,14.6,SALTA AEROPUERTO
2020,10,23,19.3,12.3,SAN ANTONIO OESTE AEROPUERTO
2020,10,23,29.3,12.8,SAN FERNANDO AEROPUERTO
2020,10,23,33.5,11.9,SAN JUAN AEROPUERTO
2020,10,23,17.3,3.3,SAN JULIAN AEROPUERTO
2020,10,23,30.9,13.3,SAN LUIS AEROPUERTO
2020,10,23,29.6,15.1,SAN MARTIN (MZA)
2020,10,23,25.6,12,SAN RAFAEL AEROPUERTO
2020,10,23,12.8,-1.5,SANTA CRUZ AEROPUERTO
2020,10,23,22.9,16.1,SANTA ROSA AEROPUERTO
2020,10,23,35.5,11.2,SANTA ROSA DE CONLARA AEROPUERTO
2020,10,23,35.7,24.1,SANTIAGO DEL ESTERO AEROPUERTO
2020,10,23,30.6,15.1,SAUCE VIEJO AEROPUERTO
2020,10,23,32.1,15.4,SUNCHALES AEROPUERTO
2020,10,23,19.8,11.6,TANDIL AEROPUERTO
2020,10,23,35.4,21.6,TARTAGAL AEROPUERTO
2020,10,23,36,22.6,TERMAS DE RIO HONDO AEROPUERTO
2020,10,23,33,10.6,TINOGASTA
2020,10,23,21.3,8.5,TRELEW AEROPUERTO
2020,10,23,17.5,12.5,TRENQUE LAUQUEN
2020,10,23,19.3,12.4,TRES ARROYOS
2020,10,23,33.8,20,TUCUMAN AEROPUERTO
2020,10,23,4.9,3.5,USHUAIA AEROPUERTO
2020,10,23,,9.5,USPALLATA
2020,10,23,29.7,15.1,VENADO TUERTO AEROPUERTO
2020,10,23,26.7,16.7,VICTORICA
2020,10,23,22.1,13.1,VIEDMA AEROPUERTO
2020,10,23,33.3,16.7,VILLA DE MARIA DEL RIO SECO
2020,10,23,35.5,20.3,VILLA DOLORES AEROPUERTO
2020,10,23,26.6,11,VILLA GESELL AEROPUERTO
2020,10,23,31.6,15.3,VILLA REYNOLDS AEROPUERTO
2020,10,24,22.4,20.2,AEROPARQUE CABA
2020,10,24,21.9,12,AZUL AEROPUERTO
2020,10,24,17,10.4,BAHIA BLANCA AEROPUERTO
2020,10,24,7.6,-2.4,BARILOCHE AEROPUERTO
2020,10,24,-6.9,-21,BASE BELGRANO II
2020,10,24,-2.1,-5.2,BASE CARLINI (EX JUBANY)
2020,10,24,-8.8,-11.2,BASE ESPERANZA
2020,10,24,-13,-17.4,BASE MARAMBIO
2020,10,24,-1.8,-5.7,BASE ORCADAS
2020,10,24,2.1,-6.9,BASE SAN MARTIN
2020,10,24,17.4,11.7,BENITO JUAREZ
2020,10,24,23.9,14,BERNARDO DE IRIGOYEN AEROPUERTO
2020,10,24,21.6,15.7,BOLIVAR AEROPUERTO
2020,10,24,26.8,15.4,BUENOS AIRES OBSERVATORIO
2020,10,24,22.8,17.1,CAMPO DE MAYO AEROPUERTO
2020,10,24,33.6,19.6,CATAMARCA AEROPUERTO
2020,10,24,34.5,19.4,CERES AEROPUERTO
2020,10,24,28.9,24.2,CHAMICAL AEROPUERTO
2020,10,24,10,-0.3,CHAPELCO AEROPUERTO
2020,10,24,30.5,18.3,CHEPES
2020,10,24,27.6,20.3,CHILECITO AEROPUERTO
2020,10,24,14.7,6,COMODORO RIVADAVIA AEROPUERTO
2020,10,24,24.6,15.7,CONCORDIA AEROPUERTO
2020,10,24,25.9,17.3,CORDOBA AEROPUERTO
2020,10,24,28.7,18,CORDOBA OBSERVATORIO
2020,10,24,21.6,9.6,CORONEL SUAREZ AEROPUERTO
2020,10,24,29.4,20.5,CORRIENTES AEROPUERTO
2020,10,24,19.9,14.9,DOLORES AEROPUERTO
2020,10,24,15.4,-0.3,EL BOLSON AEROPUERTO
2020,10,24,10.6,-3.6,EL CALAFATE AEROPUERTO
2020,10,24,27.8,18.7,EL PALOMAR AEROPUERTO
2020,10,24,,17.4,ESCUELA DE AVIACION MILITAR AEROPUERTO
2020,10,24,7.5,0.2,ESQUEL AEROPUERTO
2020,10,24,28.4,15.2,EZEIZA AEROPUERTO
2020,10,24,34.8,17.7,FORMOSA AEROPUERTO
2020,10,24,,16,GENERAL PICO AEROPUERTO
2020,10,24,10.8,1.6,GOBERNADOR GREGORES AEROPUERTO
2020,10,24,25.2,13.8,GUALEGUAYCHU AEROPUERTO
2020,10,24,31.8,15.8,IGUAZU AEROPUERTO
2020,10,24,29.1,18.7,ITUZAINGO
2020,10,24,27.2,17.6,JACHAL
2020,10,24,32,17.6,JUJUY AEROPUERTO
2020,10,24,29.6,12.9,JUJUY U N
2020,10,24,23.6,13.2,JUNIN AEROPUERTO
2020,10,24,20.2,17.8,LA PLATA AEROPUERTO
2020,10,24,24.8,5,LA QUIACA OBSERVATORIO
2020,10,24,29.8,20,LA RIOJA AEROPUERTO
2020,10,24,24.3,13.3,LABOULAYE AEROPUERTO
2020,10,24,22.4,17.9,LAS FLORES
2020,10,24,40.7,22.8,LAS LOMITAS
2020,10,24,15.8,4.4,MALARGUE AEROPUERTO
2020,10,24,10.8,-3.2,MAQUINCHAO
2020,10,24,16.3,13,MAR DEL PLATA AEROPUERTO
2020,10,24,26.6,12.5,MARCOS JUAREZ AEROPUERTO
2020,10,24,,16,MARIANO MORENO AEROPUERTO
2020,10,24,26.5,20.3,MENDOZA AEROPUERTO
2020,10,24,,13.1,MENDOZA OBSERVATORIO
2020,10,24,27.6,20.1,MERCEDES AEROPUERTO (CTES)
2020,10,24,,19.8,MERLO AEROPUERTO
2020,10,24,35.9,15.7,METAN
2020,10,24,20.8,15.2,MONTE CASEROS AEROPUERTO
2020,10,24,24.1,14.6,MORON AEROPUERTO
2020,10,24,20.7,8.8,NEUQUEN AEROPUERTO
2020,10,24,24.6,16.8,NUEVE DE JULIO
2020,10,24,27.5,18.3,OBERA
2020,10,24,21.8,13,OLAVARRIA AEROPUERTO
2020,10,24,37.6,19.5,ORAN AEROPUERTO
2020,10,24,26.7,16.8,PARANA AEROPUERTO
2020,10,24,12.6,-2.7,PASO DE INDIOS
2020,10,24,25.1,19.3,PASO DE LOS LIBRES AEROPUERTO
2020,10,24,21,17.5,PEHUAJO AEROPUERTO
2020,10,24,9.4,-1,PERITO MORENO AEROPUERTO
2020,10,24,21.8,11.9,PIGUE AEROPUERTO
2020,10,24,29.3,17.7,PILAR OBSERVATORIO
2020,10,24,28.2,17.7,POSADAS AEROPUERTO
2020,10,24,35.2,21.6,PRESIDENCIA ROQUE SAENZ PE A AEROPUERTO
2020,10,24,14.9,5.9,PUERTO DESEADO AEROPUERTO
2020,10,24,19.6,7.4,PUERTO MADRYN AEROPUERTO
2020,10,24,22.8,16.2,PUNTA INDIO B.A.
2020,10,24,26.2,15.5,RAFAELA AEROPUERTO
2020,10,24,32.4,20.6,RECONQUISTA AEROPUERTO
2020,10,24,33.5,18.8,RESISTENCIA AEROPUERTO
2020,10,24,21.4,15.9,RIO CUARTO AEROPUERTO
2020,10,24,10,-3.8,RIO GALLEGOS AEROPUERTO
2020,10,24,7.4,-3.6,RIO GRANDE B.A.
2020,10,24,38.2,23.8,RIVADAVIA
2020,10,24,26.5,14.4,ROSARIO AEROPUERTO
2020,10,24,30.5,13.4,SALTA AEROPUERTO
2020,10,24,17.1,4.9,SAN ANTONIO OESTE AEROPUERTO
2020,10,24,26.7,19.9,SAN FERNANDO AEROPUERTO
2020,10,24,25.2,16.9,SAN JUAN AEROPUERTO
2020,10,24,15.1,-1,SAN JULIAN AEROPUERTO
2020,10,24,23.6,13,SAN LUIS AEROPUERTO
2020,10,24,23.2,13.1,SAN MARTIN (MZA)
2020,10,24,19.1,9.3,SAN RAFAEL AEROPUERTO
2020,10,24,15.4,1,SANTA CRUZ AEROPUERTO
2020,10,24,22.7,13.8,SANTA ROSA AEROPUERTO
2020,10,24,22.1,14,SANTA ROSA DE CONLARA AEROPUERTO
2020,10,24,36,20.9,SANTIAGO DEL ESTERO AEROPUERTO
2020,10,24,24.4,16.8,SAUCE VIEJO AEROPUERTO
2020,10,24,28.3,16.2,SUNCHALES AEROPUERTO
2020,10,24,18.6,15.4,TANDIL AEROPUERTO
2020,10,24,34.5,17.3,TARTAGAL AEROPUERTO
2020,10,24,37.3,24.1,TERMAS DE RIO HONDO AEROPUERTO
2020,10,24,33.8,14,TINOGASTA
2020,10,24,19.9,2,TRELEW AEROPUERTO
2020,10,24,19.4,11.7,TRENQUE LAUQUEN
2020,10,24,18.5,10.1,TRES ARROYOS
2020,10,24,32.2,18.5,TUCUMAN AEROPUERTO
2020,10,24,10.9,-1.7,USHUAIA AEROPUERTO
2020,10,24,22.3,6.9,USPALLATA
2020,10,24,25.6,17.9,VENADO TUERTO AEROPUERTO
2020,10,24,24.6,10.8,VICTORICA
2020,10,24,19.4,11.6,VIEDMA AEROPUERTO
2020,10,24,28.1,18.8,VILLA DE MARIA DEL RIO SECO
2020,10,24,27.5,14.7,VILLA DOLORES AEROPUERTO
2020,10,24,18.2,14.1,VILLA GESELL AEROPUERTO
2020,10,24,21.5,15.4,VILLA REYNOLDS AEROPUERTO
2020,10,25,15.4,13.1,AEROPARQUE CABA
2020,10,25,17.3,9.7,AZUL AEROPUERTO
2020,10,25,19.7,7.7,BAHIA BLANCA AEROPUERTO
2020,10,25,11.5,2.6,BARILOCHE AEROPUERTO
2020,10,25,-12,-19.4,BASE BELGRANO II
2020,10,25,1.2,-5.8,BASE CARLINI (EX JUBANY)
2020,10,25,-1.4,-10.8,BASE ESPERANZA
2020,10,25,-2.4,-14.7,BASE MARAMBIO
2020,10,25,-2,-7.6,BASE ORCADAS
2020,10,25,-7.4,-6.7,BASE SAN MARTIN
2020,10,25,13.8,5,BENITO JUAREZ
2020,10,25,28.5,16.2,BERNARDO DE IRIGOYEN AEROPUERTO
2020,10,25,15.7,8.9,BOLIVAR AEROPUERTO
2020,10,25,16.3,12.8,BUENOS AIRES OBSERVATORIO
2020,10,25,16.4,6.4,CAMPO DE MAYO AEROPUERTO
2020,10,25,23.5,14,CATAMARCA AEROPUERTO
2020,10,25,19.1,16,CERES AEROPUERTO
2020,10,25,24.6,10.6,CHAMICAL AEROPUERTO
2020,10,25,9.8,1.2,CHAPELCO AEROPUERTO
2020,10,25,21.5,7.6,CHEPES
2020,10,25,,,CHILECITO AEROPUERTO
2020,10,25,11.9,6.5,COMODORO RIVADAVIA AEROPUERTO
2020,10,25,22.6,13.4,CONCORDIA AEROPUERTO
2020,10,25,20.7,8.5,CORDOBA AEROPUERTO
2020,10,25,18.8,14,CORDOBA OBSERVATORIO
2020,10,25,14.2,10.5,CORONEL SUAREZ AEROPUERTO
2020,10,25,27.1,15.8,CORRIENTES AEROPUERTO
2020,10,25,20.7,11.3,DOLORES AEROPUERTO
2020,10,25,9.9,1.9,EL BOLSON AEROPUERTO
2020,10,25,6.8,2.2,EL CALAFATE AEROPUERTO
2020,10,25,15.1,7.7,EL PALOMAR AEROPUERTO
2020,10,25,,13.2,ESCUELA DE AVIACION MILITAR AEROPUERTO
2020,10,25,9.7,1.7,ESQUEL AEROPUERTO
2020,10,25,15.4,7,EZEIZA AEROPUERTO
2020,10,25,28.4,18.8,FORMOSA AEROPUERTO
2020,10,25,,7.9,GENERAL PICO AEROPUERTO
2020,10,25,6.7,-0.7,GOBERNADOR GREGORES AEROPUERTO
2020,10,25,21.7,14.7,GUALEGUAYCHU AEROPUERTO
2020,10,25,29.6,16,IGUAZU AEROPUERTO
2020,10,25,25,15.7,ITUZAINGO
2020,10,25,21.4,10.3,JACHAL
2020,10,25,28.8,13.4,JUJUY AEROPUERTO
2020,10,25,24,12,JUJUY U N
2020,10,25,16.3,9.6,JUNIN AEROPUERTO
2020,10,25,18.2,9.7,LA PLATA AEROPUERTO
2020,10,25,20.9,3.8,LA QUIACA OBSERVATORIO
2020,10,25,26.4,14.7,LA RIOJA AEROPUERTO
2020,10,25,22.2,13.9,LABOULAYE AEROPUERTO
2020,10,25,17.5,9.5,LAS FLORES
2020,10,25,35.3,19.9,LAS LOMITAS
2020,10,25,19.7,,MALARGUE AEROPUERTO
2020,10,25,11.8,-2.5,MAQUINCHAO
2020,10,25,13.5,6.6,MAR DEL PLATA AEROPUERTO
2020,10,25,19.2,8.5,MARCOS JUAREZ AEROPUERTO
2020,10,25,,9.8,MARIANO MORENO AEROPUERTO
2020,10,25,22.5,11.6,MENDOZA AEROPUERTO
2020,10,25,,10.6,MENDOZA OBSERVATORIO
2020,10,25,22.2,13.2,MERCEDES AEROPUERTO (CTES)
2020,10,25,,9.1,MERLO AEROPUERTO
2020,10,25,25.2,9.1,METAN
2020,10,25,23.9,15.4,MONTE CASEROS AEROPUERTO
2020,10,25,18.8,8.8,MORON AEROPUERTO
2020,10,25,22.1,3.5,NEUQUEN AEROPUERTO
2020,10,25,16.2,8.1,NUEVE DE JULIO
2020,10,25,25.4,12.2,OBERA
2020,10,25,16.2,10.1,OLAVARRIA AEROPUERTO
2020,10,25,30,17.8,ORAN AEROPUERTO
2020,10,25,17.7,14.7,PARANA AEROPUERTO
2020,10,25,14.4,1.9,PASO DE INDIOS
2020,10,25,22.8,13.1,PASO DE LOS LIBRES AEROPUERTO
2020,10,25,19.4,9.7,PEHUAJO AEROPUERTO
2020,10,25,9.5,3.1,PERITO MORENO AEROPUERTO
2020,10,25,13.3,5.5,PIGUE AEROPUERTO
2020,10,25,21.9,9,PILAR OBSERVATORIO
2020,10,25,24.3,14.2,POSADAS AEROPUERTO
2020,10,25,32.8,17,PRESIDENCIA ROQUE SAENZ PE A AEROPUERTO
2020,10,25,13.4,2.4,PUERTO DESEADO AEROPUERTO
2020,10,25,17,1.2,PUERTO MADRYN AEROPUERTO
2020,10,25,15.8,9.3,PUNTA INDIO B.A.
2020,10,25,19.5,9.8,RAFAELA AEROPUERTO
2020,10,25,28.9,17.6,RECONQUISTA AEROPUERTO
2020,10,25,25.3,18.6,RESISTENCIA AEROPUERTO
2020,10,25,20,6.9,RIO CUARTO AEROPUERTO
2020,10,25,5.8,0.4,RIO GALLEGOS AEROPUERTO
2020,10,25,4.4,-5.2,RIO GRANDE B.A.
2020,10,25,31.7,21.3,RIVADAVIA
